subscriber_id,site_id,site_name,site_group_name,site_type,maf_number,lat,lon,landowner_id,trading_name,contract_name
34,14591,Ohorea 1,Ohorea Permanent,PERMANENT,114,-39.53952,175.2996,1389,Ohorea Station,AWHI - Rex Martin
34,3791,Ohorea 3,Ohorea Permanent,HONEY,116,-39.55061,175.27519,1389,Ohorea Station,AWHI - Rex Martin
34,11970,Ohorea 4,Ohorea Permanent,HONEY,117,-39.55242,175.30337,1389,Ohorea Station,AWHI - Rex Martin
34,3784,Ohorea 5,Ohorea Permanent,HONEY,118,-39.5437,175.32504,1389,Ohorea Station,AWHI - Rex Martin
34,3785,Ohorea 6,Ohorea Permanent,HONEY,119,-39.54145,175.33623,1389,Ohorea Station,AWHI - Rex Martin
34,28122,Ohorea dump B,Ohorea Heli,DUMP_SITE,,-39.55609,175.29526,1389,Ohorea Station,AWHI - Rex Martin
34,19012,Ohorea Late,Ohorea Honey sites,HONEY,,-39.55676,175.35822,1389,Ohorea Station,AWHI - Rex Martin
34,19014,Ohorea Late 2,Ohorea Honey sites,HONEY,,-39.56141,175.35935,1389,Ohorea Station,AWHI - Rex Martin
34,18861,Ohotu rd dump 2,Ohorea Permanent,DUMP_SITE,120,-39.54288,175.33012,1389,Ohorea Station,AWHI - Rex Martin
34,19544,Old Fields Track 01,Old Fields Track,WINTERING,,-39.49724,175.46154,1384,Tepa Station,AWHI - Hamish
34,19545,Old Fields Track 02,Old Fields Track,WINTERING,,-39.50876,175.44883,,,
34,19510,Old Fields Track 03,Old Fields Track,PERMANENT,,-39.51833,175.43603,1384,Tepa Station,AWHI - Hamish
34,19546,Old Fields Track 04,Old Fields Track,WINTERING,,-39.52364,175.4401,1384,Tepa Station,AWHI - Hamish
34,24996,Olive Grove,Omori,PERMANENT,,-38.903218,175.756648,6091,,Wallace
34,24961,oma wool B,Te Pa,WINTERING,,-39.51109,175.36593,1384,Tepa Station,AWHI - Hamish
34,24998,Omori Cattle Yards,Omori,PERMANENT,,-38.905333,175.749303,6091,,Wallace
34,27085,Omori Kennels,Omori,PERMANENT,,-38.88404,175.75276,6091,,Wallace
34,23822,Operiki Cliff,Papahaua Permanent,PERMANENT,,-39.65078,175.17701,1387,Papahaua Station,AWHI - Justin Booth
34,3765,Pa Hill yards,Te Pa,HONEY,,-39.49066,175.44129,1384,Tepa Station,AWHI - Hamish
34,3768,Papahaua 04,Papahaua Permanent,HONEY,184,-39.56195,175.25461,1387,Papahaua Station,AWHI - Justin Booth
34,28278,Papahaua 100,Papahaua Heli,HONEY,285,-39.5643,175.17131,,,
34,28279,Papahaua 101,Papahaua Heli,HONEY,286,-39.56024,175.18855,1387,Papahaua Station,AWHI - Justin Booth
34,28280,Papahaua 102,Papahaua Heli,HONEY,287,-39.56441,175.18704,1387,Papahaua Station,AWHI - Justin Booth
34,28281,Papahaua 103,Papahaua Heli,HONEY,288,-39.56298,175.19106,1387,Papahaua Station,AWHI - Justin Booth
34,28285,Papahaua 107,Papahaua Heli,HONEY,292,-39.5835,175.20764,1387,Papahaua Station,AWHI - Justin Booth
34,28287,Papahaua 109,Papahaua Heli,HONEY,294,-39.59629,175.21992,1387,Papahaua Station,AWHI - Justin Booth
34,28288,Papahaua 110,Papahaua Heli,HONEY,295,-39.60643,175.22034,1387,Papahaua Station,AWHI - Justin Booth
34,28289,Papahaua 111,Papahaua Heli,HONEY,296,-39.61353,175.23288,1387,Papahaua Station,AWHI - Justin Booth
34,26397,Papahaua 112,Papahaua Heli,HONEY,297,-39.62099,175.18967,1387,Papahaua Station,AWHI - Justin Booth
34,26398,Papahaua 113,Papahaua Heli,HONEY,298,-39.6145,175.19807,1387,Papahaua Station,AWHI - Justin Booth
34,19346,Papahaua 114 ,Papahaua Permanent,PERMANENT,178,-39.58842,175.20828,1387,Papahaua Station,AWHI - Justin Booth
34,26406,Papahaua 115,Papahaua Heli,HONEY,300,-39.571944,175.162026,1387,Papahaua Station,AWHI - Justin Booth
34,15999,Papahaua 116,Papahaua Heli,HONEY,170,-39.62087,175.1994,,,
34,16000,Papahaua 117,Papahaua Heli,HONEY,171,-39.612429,175.187882,,,
34,12619,Papahaua 118,Papahaua Heli,HONEY,173,-39.6094,175.20707,,,
34,12620,Papahaua 119,Papahaua Permanent,HONEY,123,-39.61533,175.16946,1391,Operiki Station,AWHI - Justin Booth
34,23363,Papahaua 120,Papahaua Permanent,PERMANENT,220,-39.60793,175.16794,1387,Papahaua Station,AWHI - Justin Booth
34,23823,Papahaua 121,Papahaua Permanent,PERMANENT,221,-39.60427,175.16514,,,
34,15991,Papahaua 123,Papahaua Permanent,PERMANENT,95,-39.59701,175.17163,1387,Papahaua Station,AWHI - Justin Booth
34,15992,Papahaua 124,Papahaua Permanent,HONEY,91,-39.5963,175.17488,1387,Papahaua Station,AWHI - Justin Booth
34,20071,Papahaua 125,Papahaua Heli,HONEY,224,-39.58923,175.17268,,,
34,19362,Papahaua 126,Papahaua Heli,HONEY,225,-39.58394,175.17169,1387,Papahaua Station,AWHI - Justin Booth
34,19354,Papahaua 127,Papahaua Heli,HONEY,226,-39.57753,175.17711,,,
34,26403,Papahaua 128,Papahaua Heli,HONEY,341,-39.57167,175.17188,1387,Papahaua Station,AWHI - Justin Booth
34,12434,Papahaua 130,Papahaua Permanent,HONEY,78,-39.59081,175.18474,1387,Papahaua Station,AWHI - Justin Booth
34,23662,Papahaua 131,Papahaua Permanent,PERMANENT,179,-39.59268,175.20539,1387,Papahaua Station,AWHI - Justin Booth
34,12435,Papahaua 132,Papahaua Permanent,HONEY,79,-39.59045,175.19371,1387,Papahaua Station,AWHI - Justin Booth
34,12436,Papahaua 133,Papahaua Permanent,HONEY,80,-39.59023,175.20235,1387,Papahaua Station,AWHI - Justin Booth
34,28293,Papahaua 134,Papahaua Heli,HONEY,302,-39.60014,175.18918,1387,Papahaua Station,AWHI - Justin Booth
34,28294,Papahaua 135,Papahaua Heli,HONEY,303,-39.6132,175.21272,1387,Papahaua Station,AWHI - Justin Booth
34,28295,Papahaua 136,Papahaua Heli,HONEY,304,-39.61832,175.2231,1387,Papahaua Station,AWHI - Justin Booth
34,28296,Papahaua 137,Papahaua Heli,HONEY,305,-39.61697,175.22001,1387,Papahaua Station,AWHI - Justin Booth
34,28297,Papahaua 138,Papahaua Heli,HONEY,306,-39.60241,175.23317,1387,Papahaua Station,AWHI - Justin Booth
34,28298,Papahaua 139,Papahaua Heli,HONEY,307,-39.59475,175.22728,1387,Papahaua Station,AWHI - Justin Booth
34,28299,Papahaua 140,Papahaua Heli,HONEY,308,-39.58785,175.22731,1387,Papahaua Station,AWHI - Justin Booth
34,19082,Papahaua 141,Papahaua Heli,HONEY,217,-39.57878,175.25273,1387,Papahaua Station,AWHI - Justin Booth
34,19083,Papahaua 142,Papahaua Heli,HONEY,218,-39.58068,175.25934,1387,Papahaua Station,AWHI - Justin Booth
34,19084,Papahaua 143,Papahaua Heli,HONEY,219,-39.57662,175.25036,1387,Papahaua Station,AWHI - Justin Booth
34,17687,Papahaua 144,Papahaua Permanent,PERMANENT,70,-39.56855,175.26059,,,
34,10580,Papahaua 145,Papahaua Permanent,WINTERING,183,-39.56891,175.2661,1387,Papahaua Station,AWHI - Justin Booth
34,18126,Papahaua 146,Papahaua Permanent,PERMANENT,,-39.57393,175.26609,1387,Papahaua Station,AWHI - Justin Booth
34,18009,Papahaua 147,Papahaua Permanent,PERMANENT,177,-39.5584,175.23614,1387,Papahaua Station,AWHI - Justin Booth
34,27730,Papahaua 148,Papahaua Permanent,PERMANENT,,-39.56298,175.267,1387,Papahaua Station,AWHI - Justin Booth
34,17110,Papahaua 180,Papahaua Heli,HONEY,310,-39.60961,175.2131,1387,Papahaua Station,AWHI - Justin Booth
34,28286,Papahaua 181,Papahaua Heli,HONEY,293,-39.59799,175.21162,1387,Papahaua Station,AWHI - Justin Booth
34,32953,Papahaua 183,Papahaua Heli,HONEY,328,-39.54779,175.24534,1387,Papahaua Station,AWHI - Justin Booth
34,33918,Papahaua 184,Papahaua Heli,HONEY,339,-39.5637,175.21714,1387,Papahaua Station,AWHI - Justin Booth
34,33919,Papahaua 185,Papahaua Heli,HONEY,340,-39.55689,175.21182,1387,Papahaua Station,AWHI - Justin Booth
34,19355,Papahaua 186,Papahaua Heli,HONEY,227,-39.57481,175.17538,1387,Papahaua Station,AWHI - Justin Booth
34,33920,Papahaua 187,Papahaua Heli,HONEY,342,-39.567032,175.19826,1387,Papahaua Station,AWHI - Justin Booth
34,33921,Papahaua 188,Papahaua Heli,HONEY,343,-39.580511,175.169034,1387,Papahaua Station,AWHI - Justin Booth
34,12474,Papahaua 222,Papahaua Permanent,HONEY,121,-39.59829,175.16872,1387,Papahaua Station,AWHI - Justin Booth
34,3779,Pip1,Pip,HONEY,,-39.48372,175.1212,,,
34,3780,Pip2,Pip,HONEY,,-39.47712,175.13077,,,
34,3781,Pip3,Pip,HONEY,,-39.47403,175.14395,,,
34,3769,Pip Site,Pip,HONEY,,-39.48241,175.12299,,,
34,25045,Prison 1,Prison,WINTERING,274,-39.99426,175.10722,4232,,Ngati Apa
34,25046,Prison 2,Prison,WINTERING,272,-39.99775,175.11635,4232,,Ngati Apa
34,25047,Prison 3,Prison,WINTERING,275,-40.00045,175.12772,4232,,Ngati Apa
34,25048,Prison 4,Prison,WINTERING,276,-40.00286,175.13282,4232,,Ngati Apa
34,25049,Prison 5,Prison,WINTERING,277,-40.00049,175.13643,4232,,Ngati Apa
34,25050,Prison 6,Prison,WINTERING,273,-40.00129,175.13937,4232,,Ngati Apa
34,25051,Prison 7,Prison,WINTERING,278,-39.99542,175.12826,4232,,Ngati Apa
34,25052,Prison 8,Prison,WINTERING,279,-39.99353,175.12394,4232,,Ngati Apa
34,29051,Prison Corner,Prison 2,WINTERING,,-39.990303,175.122514,6451,,Alan Turia
34,29050,Prison Paddock,Prison 2,WINTERING,,-39.99228,175.12695,6451,,Alan Turia
34,29052,Prison Valley,Prison 2,WINTERING,,-40.019597,175.162629,6451,,Alan Turia
34,3782,Queen Yard,Te Pa,BREEDING,,-39.50883,175.37575,1384,Tepa Station,AWHI - Hamish
34,9860,Railway,Te Pa,WINTERING,,-39.51652,175.34902,1384,Tepa Station,AWHI - Hamish
34,19926,Rakays Middle,Papahaua Permanent,WINTERING,180,-39.59175,175.14559,,,
34,17214,Rakays Old house,Papahaua Permanent,PERMANENT,84,-39.59202,175.13734,1387,Papahaua Station,AWHI - Justin Booth
34,17223,Rakays Roadside,Papahaua Permanent,PERMANENT,,-39.593269,175.135613,1387,Papahaua Station,AWHI - Justin Booth
34,17212,Rakays Top gate,Papahaua Permanent,PERMANENT,86,-39.59382,175.14743,1387,Papahaua Station,AWHI - Justin Booth
34,34649,Raumai 1,Santoft,WINTERING,,-40.19404,175.2181,4232,,Ngati Apa
34,34650,Raumai 2,Santoft,WINTERING,,-40.18982,175.21559,4232,,Ngati Apa
34,34651,Raumai 3,Santoft,WINTERING,,-40.18644,175.20824,4232,,Ngati Apa
34,24704,Retaruke  Bamboo,Retaruke,PERMANENT,,-39.07179,175.20674,,,
34,24993,Retaruke Barn,Retaruke,PERMANENT,,-39.051251,175.235852,6090,,Peter & Anne Hawkins
34,24705,Retaruke Cliff,Retaruke,PERMANENT,,-39.07215,175.20458,,,
34,27729,Retaruke falls,Retaruke,PERMANENT,,-39.04598,175.23878,6090,,Peter & Anne Hawkins
34,24992,Retaruke House,Retaruke,PERMANENT,,-39.064238,175.227571,6090,,Peter & Anne Hawkins
34,23508,RF Corner,Ritchfields,HONEY,206,-39.49003,175.15054,,,
34,23506,RF Heli 1,Ritchfields,HONEY,209,-39.48776,175.15667,,,
34,23513,RF Heli 2,Ritchfields,HONEY,210,-39.49575,175.1544,,,
34,23515,RF Heli 3,Ritchfields,HONEY,211,-39.49836,175.15015,,,
